ml-datasets-voxel/2018-05-24--21-43-43--995.jpg,ml-datasets-voxel/2018-05-24--21-43-43--995.npy
ml-datasets-voxel/2018-05-24--21-43-45--818.jpg,ml-datasets-voxel/2018-05-24--21-43-45--818.npy
ml-datasets-voxel/2018-05-24--21-43-47--596.jpg,ml-datasets-voxel/2018-05-24--21-43-47--596.npy
ml-datasets-voxel/2018-05-24--21-44-00--765.jpg,ml-datasets-voxel/2018-05-24--21-44-00--765.npy
ml-datasets-voxel/2018-05-24--21-44-02--579.jpg,ml-datasets-voxel/2018-05-24--21-44-02--579.npy
ml-datasets-voxel/2018-05-24--21-44-04--343.jpg,ml-datasets-voxel/2018-05-24--21-44-04--343.npy
ml-datasets-voxel/2018-05-24--21-44-28--064.jpg,ml-datasets-voxel/2018-05-24--21-44-28--064.npy
ml-datasets-voxel/2018-05-24--21-44-29--900.jpg,ml-datasets-voxel/2018-05-24--21-44-29--900.npy
ml-datasets-voxel/2018-05-24--21-44-31--704.jpg,ml-datasets-voxel/2018-05-24--21-44-31--704.npy
ml-datasets-voxel/2018-05-24--21-44-35--645.jpg,ml-datasets-voxel/2018-05-24--21-44-35--645.npy
ml-datasets-voxel/2018-05-24--21-44-37--470.jpg,ml-datasets-voxel/2018-05-24--21-44-37--470.npy
ml-datasets-voxel/2018-05-24--21-44-39--226.jpg,ml-datasets-voxel/2018-05-24--21-44-39--226.npy
ml-datasets-voxel/2018-05-24--21-44-58--176.jpg,ml-datasets-voxel/2018-05-24--21-44-58--176.npy
ml-datasets-voxel/2018-05-24--21-44-59--942.jpg,ml-datasets-voxel/2018-05-24--21-44-59--942.npy
ml-datasets-voxel/2018-05-24--21-45-01--741.jpg,ml-datasets-voxel/2018-05-24--21-45-01--741.npy
ml-datasets-voxel/2018-05-24--21-45-44--259.jpg,ml-datasets-voxel/2018-05-24--21-45-44--259.npy
ml-datasets-voxel/2018-05-24--21-45-46--086.jpg,ml-datasets-voxel/2018-05-24--21-45-46--086.npy
ml-datasets-voxel/2018-05-24--21-45-47--880.jpg,ml-datasets-voxel/2018-05-24--21-45-47--880.npy
ml-datasets-voxel/2018-05-24--21-47-25--657.jpg,ml-datasets-voxel/2018-05-24--21-47-25--657.npy
ml-datasets-voxel/2018-05-24--21-47-27--591.jpg,ml-datasets-voxel/2018-05-24--21-47-27--591.npy
ml-datasets-voxel/2018-05-24--21-47-29--373.jpg,ml-datasets-voxel/2018-05-24--21-47-29--373.npy
ml-datasets-voxel/2018-05-24--21-48-04--689.jpg,ml-datasets-voxel/2018-05-24--21-48-04--689.npy
ml-datasets-voxel/2018-05-24--21-48-06--535.jpg,ml-datasets-voxel/2018-05-24--21-48-06--535.npy
ml-datasets-voxel/2018-05-24--21-48-08--373.jpg,ml-datasets-voxel/2018-05-24--21-48-08--373.npy
ml-datasets-voxel/2018-05-24--21-48-31--013.jpg,ml-datasets-voxel/2018-05-24--21-48-31--013.npy
ml-datasets-voxel/2018-05-24--21-48-33--026.jpg,ml-datasets-voxel/2018-05-24--21-48-33--026.npy
ml-datasets-voxel/2018-05-24--21-48-35--098.jpg,ml-datasets-voxel/2018-05-24--21-48-35--098.npy
ml-datasets-voxel/2018-05-24--21-48-47--614.jpg,ml-datasets-voxel/2018-05-24--21-48-47--614.npy
ml-datasets-voxel/2018-05-24--21-48-49--538.jpg,ml-datasets-voxel/2018-05-24--21-48-49--538.npy
ml-datasets-voxel/2018-05-24--21-48-51--452.jpg,ml-datasets-voxel/2018-05-24--21-48-51--452.npy
ml-datasets-voxel/2018-05-24--21-49-30--789.jpg,ml-datasets-voxel/2018-05-24--21-49-30--789.npy
ml-datasets-voxel/2018-05-24--21-49-32--627.jpg,ml-datasets-voxel/2018-05-24--21-49-32--627.npy
ml-datasets-voxel/2018-05-24--21-49-34--651.jpg,ml-datasets-voxel/2018-05-24--21-49-34--651.npy
ml-datasets-voxel/2018-05-24--21-51-14--642.jpg,ml-datasets-voxel/2018-05-24--21-51-14--642.npy
ml-datasets-voxel/2018-05-24--21-51-16--415.jpg,ml-datasets-voxel/2018-05-24--21-51-16--415.npy
ml-datasets-voxel/2018-05-24--21-51-18--158.jpg,ml-datasets-voxel/2018-05-24--21-51-18--158.npy
ml-datasets-voxel/2018-05-24--21-52-06--218.jpg,ml-datasets-voxel/2018-05-24--21-52-06--218.npy
ml-datasets-voxel/2018-05-24--21-52-07--985.jpg,ml-datasets-voxel/2018-05-24--21-52-07--985.npy
ml-datasets-voxel/2018-05-24--21-52-09--770.jpg,ml-datasets-voxel/2018-05-24--21-52-09--770.npy
ml-datasets-voxel/2018-05-24--21-54-17--324.jpg,ml-datasets-voxel/2018-05-24--21-54-17--324.npy
ml-datasets-voxel/2018-05-24--21-54-19--088.jpg,ml-datasets-voxel/2018-05-24--21-54-19--088.npy
ml-datasets-voxel/2018-05-24--21-54-20--839.jpg,ml-datasets-voxel/2018-05-24--21-54-20--839.npy
ml-datasets-voxel/2018-05-24--21-54-44--776.jpg,ml-datasets-voxel/2018-05-24--21-54-44--776.npy
ml-datasets-voxel/2018-05-24--21-54-46--356.jpg,ml-datasets-voxel/2018-05-24--21-54-46--356.npy
ml-datasets-voxel/2018-05-24--21-54-48--092.jpg,ml-datasets-voxel/2018-05-24--21-54-48--092.npy
ml-datasets-voxel/2018-05-24--21-55-06--980.jpg,ml-datasets-voxel/2018-05-24--21-55-06--980.npy
ml-datasets-voxel/2018-05-24--21-55-08--756.jpg,ml-datasets-voxel/2018-05-24--21-55-08--756.npy
ml-datasets-voxel/2018-05-24--21-55-10--507.jpg,ml-datasets-voxel/2018-05-24--21-55-10--507.npy
ml-datasets-voxel/2018-05-24--21-56-06--683.jpg,ml-datasets-voxel/2018-05-24--21-56-06--683.npy
ml-datasets-voxel/2018-05-24--21-56-08--477.jpg,ml-datasets-voxel/2018-05-24--21-56-08--477.npy
ml-datasets-voxel/2018-05-24--21-56-10--255.jpg,ml-datasets-voxel/2018-05-24--21-56-10--255.npy
ml-datasets-voxel/2018-05-24--21-58-02--783.jpg,ml-datasets-voxel/2018-05-24--21-58-02--783.npy
ml-datasets-voxel/2018-05-24--21-58-04--606.jpg,ml-datasets-voxel/2018-05-24--21-58-04--606.npy
ml-datasets-voxel/2018-05-24--21-58-06--393.jpg,ml-datasets-voxel/2018-05-24--21-58-06--393.npy
ml-datasets-voxel/2018-05-24--21-58-29--042.jpg,ml-datasets-voxel/2018-05-24--21-58-29--042.npy
